Category,ProjectId,snapshot,CLOC,addedLOC,removedLOC
Compiler,Quantomatic/pyzx,2,437559,182631,254928
Compiler,Quantomatic/pyzx,3,96893,66566,30327
Compiler,Quantomatic/pyzx,4,219289,116948,102341
Compiler,Quantomatic/pyzx,5,22835,17173,5662
Compiler,Quantomatic/pyzx,6,1247468,1169471,77997
Compiler,Quantomatic/pyzx,7,9059,8124,935
Compiler,Quantomatic/pyzx,8,194,129,65
Compiler,Quantomatic/pyzx,9,44,22,22
Quantum-Chemistry,GQCG/GQCP,0,241739,231468,10271
Quantum-Chemistry,GQCG/GQCP,1,49872,36360,13512
Quantum-Chemistry,GQCG/GQCP,2,520663,264232,256431
Quantum-Chemistry,GQCG/GQCP,3,56518,27310,29208
Quantum-Chemistry,GQCG/GQCP,4,24652,14276,10376
Quantum-Chemistry,GQCG/GQCP,5,43617,23588,20029
Quantum-Chemistry,GQCG/GQCP,6,48351,30597,17754
Quantum-Chemistry,GQCG/GQCP,7,155150,145407,9743
Quantum-Chemistry,GQCG/GQCP,8,103,61,42
Quantum-Chemistry,GQCG/GQCP,9,431,215,216
ToolKit,qubekit/QUBEKit,0,160960,122341,38619
ToolKit,qubekit/QUBEKit,1,24544,10470,14074
ToolKit,qubekit/QUBEKit,2,30802,19207,11595
ToolKit,qubekit/QUBEKit,3,16275,6692,9583
ToolKit,qubekit/QUBEKit,4,4383,2387,1996
ToolKit,qubekit/QUBEKit,5,4806,2721,2085
ToolKit,qubekit/QUBEKit,6,1834,893,941
ToolKit,qubekit/QUBEKit,7,6,3,3
ToolKit,qubekit/QUBEKit,8,154,59,95
ToolKit,qubekit/QUBEKit,9,0,0,0
ToolKit,tensorflow/quantum,0,112693,75932,36761
ToolKit,tensorflow/quantum,1,5150,4371,779
ToolKit,tensorflow/quantum,2,6,3,3
ToolKit,tensorflow/quantum,3,3,1,2
ToolKit,tensorflow/quantum,4,16,8,8
ToolKit,tensorflow/quantum,5,135,100,35
ToolKit,tensorflow/quantum,6,12,6,6
ToolKit,tensorflow/quantum,7,4,4,0
ToolKit,tensorflow/quantum,8,297,240,57
ToolKit,tensorflow/quantum,9,313,308,5
ToolKit,redhat-cip/openstack-quantum-puppet,0,3273,2097,1176
ToolKit,redhat-cip/openstack-quantum-puppet,1,316,214,102
ToolKit,redhat-cip/openstack-quantum-puppet,2,200,189,11
ToolKit,redhat-cip/openstack-quantum-puppet,3,125,84,41
ToolKit,redhat-cip/openstack-quantum-puppet,4,50,42,8
ToolKit,redhat-cip/openstack-quantum-puppet,5,69,34,35
ToolKit,redhat-cip/openstack-quantum-puppet,6,2,1,1
ToolKit,redhat-cip/openstack-quantum-puppet,7,55,38,17
ToolKit,redhat-cip/openstack-quantum-puppet,8,8,4,4
ToolKit,redhat-cip/openstack-quantum-puppet,9,6,3,3
Simulator,arguelles/nuSQuIDS,0,633095,575678,57417
Simulator,arguelles/nuSQuIDS,1,133241,70635,62606
Simulator,arguelles/nuSQuIDS,2,12122,6185,5937
Simulator,arguelles/nuSQuIDS,3,3012,851,2161
Simulator,arguelles/nuSQuIDS,4,5684,3996,1688
Simulator,arguelles/nuSQuIDS,5,15688,14457,1231
Simulator,arguelles/nuSQuIDS,6,31202,30435,767
Simulator,arguelles/nuSQuIDS,7,838,514,324
Simulator,arguelles/nuSQuIDS,8,1043,712,331
Simulator,arguelles/nuSQuIDS,9,903,520,383
Quantum Algorithsm,qrefine/qrefine,0,2503780,2336332,167448
Quantum Algorithsm,qrefine/qrefine,1,1919,1412,507
Quantum Algorithsm,qrefine/qrefine,2,8921,7036,1885
Quantum Algorithsm,qrefine/qrefine,3,2884,2280,604
Quantum Algorithsm,qrefine/qrefine,4,392447,382402,10045
Quantum Algorithsm,qrefine/qrefine,5,2943,2382,561
Quantum Algorithsm,qrefine/qrefine,6,7186,4878,2308
Quantum Algorithsm,qrefine/qrefine,7,331,258,73
Quantum Algorithsm,qrefine/qrefine,8,402,260,142
Quantum Algorithsm,qrefine/qrefine,9,480,287,193
Quantum-Chemistry,qcdb/qcdb,0,1383986,1378850,5136
Quantum-Chemistry,qcdb/qcdb,1,69,57,12
Quantum-Chemistry,qcdb/qcdb,2,53334,18861,34473
Quantum-Chemistry,qcdb/qcdb,3,7234,3670,3564
Quantum-Chemistry,qcdb/qcdb,4,14870,8627,6243
Quantum-Chemistry,qcdb/qcdb,5,23425,10456,12969
Quantum-Chemistry,qcdb/qcdb,6,797,593,204
Quantum-Chemistry,qcdb/qcdb,7,0,0,0
Quantum-Chemistry,qcdb/qcdb,8,101,74,27
Quantum-Chemistry,qcdb/qcdb,9,98,25,73
Cryptography,mupq/pqm4,0,36696,34595,2101
Cryptography,mupq/pqm4,1,2410,2384,26
Cryptography,mupq/pqm4,2,153839,152725,1114
Cryptography,mupq/pqm4,3,142028,9511,132517
Cryptography,mupq/pqm4,4,194524,181578,12946
Cryptography,mupq/pqm4,5,19273,14248,5025
Cryptography,mupq/pqm4,6,14681,8040,6641
Cryptography,mupq/pqm4,7,77468,71761,5707
Cryptography,mupq/pqm4,8,2700,1462,1238
Cryptography,mupq/pqm4,9,192,102,90
ToolKit,boschmitt/tweedledum,0,251369,249847,1522
Simulator,ngnrsaa/qflex,0,152206,116353,35853
Simulator,ngnrsaa/qflex,1,10188,5695,4493
Simulator,ngnrsaa/qflex,2,66781,33328,33453
Simulator,ngnrsaa/qflex,3,13301,10499,2802
Simulator,ngnrsaa/qflex,4,11221,10700,521
Simulator,ngnrsaa/qflex,5,3264,3264,0
Simulator,ngnrsaa/qflex,6,0,0,0
Simulator,ngnrsaa/qflex,7,2,1,1
Simulator,ngnrsaa/qflex,8,2,1,1
Simulator,ngnrsaa/qflex,9,7,6,1
Experimentation,BBN-Q/Qlab,0,54247,53683,564
Experimentation,BBN-Q/Qlab,1,15064,12851,2213
Experimentation,BBN-Q/Qlab,2,8874,7388,1486
Experimentation,BBN-Q/Qlab,3,24155,11761,12394
Experimentation,BBN-Q/Qlab,4,41154,25866,15288
Experimentation,BBN-Q/Qlab,5,44658,21281,23377
Experimentation,BBN-Q/Qlab,6,38232,16009,22223
Experimentation,BBN-Q/Qlab,7,60310,30505,29805
Experimentation,BBN-Q/Qlab,8,33064,16194,16870
Experimentation,BBN-Q/Qlab,9,34855,14997,19858
Experimentation,BBN-Q/PyQLab,0,2226,1860,366
Experimentation,BBN-Q/PyQLab,1,3842,2440,1402
Experimentation,BBN-Q/PyQLab,2,514,370,144
Experimentation,BBN-Q/PyQLab,3,7305,4892,2413
Experimentation,BBN-Q/PyQLab,4,11207,6316,4891
Experimentation,BBN-Q/PyQLab,5,768,530,238
Experimentation,BBN-Q/PyQLab,6,1458,984,474
Experimentation,BBN-Q/PyQLab,7,3456,1902,1554
Experimentation,BBN-Q/PyQLab,8,2217,1524,693
Experimentation,BBN-Q/PyQLab,9,1444,884,560
Assembly,BBN-Q/pyqgl2,0,10496,8064,2432
Assembly,BBN-Q/pyqgl2,1,22622,17573,5049
Assembly,BBN-Q/pyqgl2,2,16706,10659,6047
Assembly,BBN-Q/pyqgl2,3,17469,10858,6611
Assembly,BBN-Q/pyqgl2,4,774,88,686
Assembly,BBN-Q/pyqgl2,5,9891,4115,5776
Assembly,BBN-Q/pyqgl2,6,18,9,9
Assembly,BBN-Q/pyqgl2,7,277,140,137
Assembly,BBN-Q/pyqgl2,8,826,562,264
Assembly,BBN-Q/pyqgl2,9,4474,2265,2209
Assembly,artiste-qb-net/qubiter,0,19866,13592,6274
Assembly,artiste-qb-net/qubiter,1,7985,2132,5853
Assembly,artiste-qb-net/qubiter,2,12881,10594,2287
Assembly,artiste-qb-net/qubiter,3,19280,17327,1953
Assembly,artiste-qb-net/qubiter,4,10267,7277,2990
Assembly,artiste-qb-net/qubiter,5,21243,11822,9421
Assembly,artiste-qb-net/qubiter,6,4700,3243,1457
Assembly,artiste-qb-net/qubiter,7,7826,5267,2559
Assembly,artiste-qb-net/qubiter,8,24975,18483,6492
Assembly,artiste-qb-net/qubiter,9,295938,189703,106235
Assembly,BBN-Q/QGL.jl,0,3322,2684,638
Assembly,BBN-Q/QGL.jl,1,782,571,211
Assembly,BBN-Q/QGL.jl,2,176,89,87
Assembly,BBN-Q/QGL.jl,3,134,112,22
Assembly,BBN-Q/QGL.jl,4,2,2,0
Assembly,BBN-Q/QGL.jl,5,4,2,2
Assembly,BBN-Q/QGL.jl,6,8,4,4
Assembly,BBN-Q/QGL.jl,7,22,21,1
Assembly,BBN-Q/QGL.jl,8,11,6,5
Assembly,BBN-Q/QGL.jl,9,95,39,56
Quantum Annealing,dwavesystems/qbsolv,0,4697558,4693315,4243
Quantum Annealing,dwavesystems/qbsolv,1,209970,206867,3103
Quantum Annealing,dwavesystems/qbsolv,2,16879,9546,7333
Quantum Annealing,dwavesystems/qbsolv,3,19379,10190,9189
Quantum Annealing,dwavesystems/qbsolv,4,735,515,220
Quantum Annealing,dwavesystems/qbsolv,5,4794,3176,1618
Quantum Annealing,dwavesystems/qbsolv,6,63,54,9
Quantum Annealing,dwavesystems/qbsolv,7,8,4,4
Quantum Annealing,dwavesystems/qbsolv,8,125,74,51
Quantum Annealing,dwavesystems/qbsolv,9,2,1,1
Quantum Annealing,dwavesystems/dimod,0,7082,5447,1635
Quantum Annealing,dwavesystems/dimod,1,10308,6761,3547
Quantum Annealing,dwavesystems/dimod,2,21338,12506,8832
Quantum Annealing,dwavesystems/dimod,3,5054,3455,1599
Quantum Annealing,dwavesystems/dimod,4,14182,9183,4999
Quantum Annealing,dwavesystems/dimod,5,7922,3943,3979
Quantum Annealing,dwavesystems/dimod,6,12979,9497,3482
Quantum Annealing,dwavesystems/dimod,7,2843,2164,679
Quantum Annealing,dwavesystems/dimod,8,2501,1880,621
Quantum Annealing,dwavesystems/dimod,9,1661,1227,434
Quantum Annealing,dwavesystems/dwave-system,0,4589,4588,1
Quantum Annealing,dwavesystems/dwave-system,1,328,248,80
Quantum Annealing,dwavesystems/dwave-system,2,4,2,2
Quantum Annealing,dwavesystems/dwave-system,3,1830,1495,335
Quantum Annealing,dwavesystems/dwave-system,4,10793,6694,4099
Quantum Annealing,dwavesystems/dwave-system,5,3063,2117,946
Quantum Annealing,dwavesystems/dwave-system,6,1480,1118,362
Quantum Annealing,dwavesystems/dwave-system,7,10119,5019,5100
Quantum Annealing,dwavesystems/dwave-system,8,2602,1725,877
Quantum Annealing,dwavesystems/dwave-system,9,4473,2416,2057
Quantum Annealing,dwavesystems/dwavebinarycsp,0,2339,2008,331
Quantum Annealing,dwavesystems/dwavebinarycsp,1,7685,5301,2384
Quantum Annealing,dwavesystems/dwavebinarycsp,2,1292,1139,153
Quantum Annealing,dwavesystems/dwavebinarycsp,3,108,66,42
Quantum Annealing,dwavesystems/dwavebinarycsp,4,148,92,56
Quantum Annealing,dwavesystems/dwavebinarycsp,5,3,2,1
Quantum Annealing,dwavesystems/dwavebinarycsp,6,106,55,51
Quantum Annealing,dwavesystems/dwavebinarycsp,7,555,161,394
Quantum Annealing,dwavesystems/dwavebinarycsp,8,0,0,0
Quantum Annealing,dwavesystems/penaltymodel,0,18201,12562,5639
Quantum Annealing,dwavesystems/penaltymodel,1,4023,1290,2733
Quantum Annealing,dwavesystems/penaltymodel,2,2670,1845,825
Quantum Annealing,dwavesystems/penaltymodel,3,130,103,27
Quantum Annealing,dwavesystems/penaltymodel,4,3037,1798,1239
Quantum Annealing,dwavesystems/penaltymodel,5,477,369,108
Quantum Annealing,dwavesystems/penaltymodel,6,320,318,2
Quantum Annealing,dwavesystems/penaltymodel,7,88,66,22
Quantum Annealing,dwavesystems/penaltymodel,8,601,348,253
Quantum Annealing,dwavesystems/penaltymodel,9,6,3,3
Simulator,aparent/QCViewer,0,430729,350955,79774
Simulator,aparent/QCViewer,1,6623,3517,3106
Simulator,aparent/QCViewer,2,13355,7961,5394
Simulator,aparent/QCViewer,3,18419,14402,4017
Simulator,aparent/QCViewer,4,2279,1277,1002
Simulator,aparent/QCViewer,5,8356,6640,1716
Simulator,aparent/QCViewer,6,21811,15394,6417
Simulator,aparent/QCViewer,7,14023,13116,907
Simulator,aparent/QCViewer,8,69,25,44
Simulator,aparent/QCViewer,9,16,7,9
