Category,ProjectId,snapshot,CLOC,addedLOC,removedLOC
Quantum-Chemistry,ValeevGroup/mpqc,1,19941,13345,6596
Quantum-Chemistry,ValeevGroup/mpqc,2,29247,14135,15112
Quantum-Chemistry,ValeevGroup/mpqc,3,23598,14160,9438
Quantum-Chemistry,ValeevGroup/mpqc,4,29721,22357,7364
Quantum-Chemistry,ValeevGroup/mpqc,5,17445,13952,3493
Quantum-Chemistry,ValeevGroup/mpqc,6,28693,21186,7507
Quantum-Chemistry,ValeevGroup/mpqc,7,57571,45829,11742
Quantum-Chemistry,ValeevGroup/mpqc,8,57840,41275,16565
Quantum-Chemistry,ValeevGroup/mpqc,9,181443,152793,28650
Quantum-Chemistry,pyscf/pyscf,0,176200,156927,19273
Quantum-Chemistry,pyscf/pyscf,1,270708,124417,146291
Quantum-Chemistry,pyscf/pyscf,2,71489,47579,23910
Quantum-Chemistry,pyscf/pyscf,3,34998,24082,10916
Quantum-Chemistry,pyscf/pyscf,4,26060,18421,7639
Quantum-Chemistry,pyscf/pyscf,5,124170,108679,15491
Quantum-Chemistry,pyscf/pyscf,6,40381,28750,11631
Quantum-Chemistry,pyscf/pyscf,7,37902,24653,13249
Quantum-Chemistry,pyscf/pyscf,8,56091,41924,14167
Quantum-Chemistry,pyscf/pyscf,9,48414,40288,8126
Full-stack Library,Qiskit/qiskit-terra,0,118070,84949,33121
Full-stack Library,Qiskit/qiskit-terra,1,266966,128860,138106
Full-stack Library,Qiskit/qiskit-terra,2,21239,13295,7944
Full-stack Library,Qiskit/qiskit-terra,3,78362,65326,13036
Full-stack Library,Qiskit/qiskit-terra,4,44803,29018,15785
Full-stack Library,Qiskit/qiskit-terra,5,86041,58830,27211
Full-stack Library,Qiskit/qiskit-terra,6,165171,82981,82190
Full-stack Library,Qiskit/qiskit-terra,7,111982,29585,82397
Full-stack Library,Qiskit/qiskit-terra,8,86154,55694,30460
Full-stack Library,Qiskit/qiskit-terra,9,36505,25327,11178
ToolKit,evaleev/libint,0,41307,35398,5909
ToolKit,evaleev/libint,1,206,187,19
ToolKit,evaleev/libint,2,212,121,91
ToolKit,evaleev/libint,3,7909,6139,1770
ToolKit,evaleev/libint,4,9549,7389,2160
ToolKit,evaleev/libint,5,20444,12848,7596
ToolKit,evaleev/libint,6,1615,1071,544
ToolKit,evaleev/libint,7,14436,3091,11345
ToolKit,evaleev/libint,8,1810,1658,152
ToolKit,evaleev/libint,9,3919,2543,1376
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,0,842460,430540,411920
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,1,927842,753970,173872
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,2,100190,68924,31266
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,3,1154212,717719,436493
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,4,8461566,4985091,3476475
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,5,2064807,1886986,177821
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,6,956095,849703,106392
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,7,1213095,1184957,28138
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,8,469890,460038,9852
Quantum-Chemistry,MolSSI-BSE/basis_set_exchange,9,2189327,2138382,50945
Full-stack Library,Qiskit/qiskit,0,34843,29391,5452
Full-stack Library,Qiskit/qiskit,1,8289,5728,2561
Full-stack Library,Qiskit/qiskit,2,29612,8273,21339
Full-stack Library,Qiskit/qiskit,3,6044,4016,2028
Full-stack Library,Qiskit/qiskit,4,30835,29485,1350
Full-stack Library,Qiskit/qiskit,5,35542,5269,30273
Full-stack Library,Qiskit/qiskit,6,2732,2283,449
Full-stack Library,Qiskit/qiskit,7,67,63,4
Full-stack Library,Qiskit/qiskit,8,76,76,0
Full-stack Library,Qiskit/qiskit,9,24,23,1
Quantum Algorithsm,mabuchilab/QNET,0,15015,13695,1320
Quantum Algorithsm,mabuchilab/QNET,1,29687,16137,13550
Quantum Algorithsm,mabuchilab/QNET,2,26007,15599,10408
Quantum Algorithsm,mabuchilab/QNET,3,51335,45759,5576
Quantum Algorithsm,mabuchilab/QNET,4,52,41,11
Quantum Algorithsm,mabuchilab/QNET,5,898,892,6
Quantum Algorithsm,mabuchilab/QNET,6,3011,2673,338
Quantum Algorithsm,mabuchilab/QNET,7,457,380,77
Quantum Algorithsm,mabuchilab/QNET,8,46705,9401,37304
Quantum Algorithsm,mabuchilab/QNET,9,1709,922,787
Quantum-Chemistry,MolSSI/QCElemental,0,71480,53408,18072
Quantum-Chemistry,MolSSI/QCElemental,1,9258,6113,3145
Quantum-Chemistry,MolSSI/QCElemental,2,7738,6040,1698
Quantum-Chemistry,MolSSI/QCElemental,3,8656,5269,3387
Quantum-Chemistry,MolSSI/QCElemental,4,15527,8847,6680
Quantum-Chemistry,MolSSI/QCElemental,5,312829,265652,47177
Quantum-Chemistry,MolSSI/QCElemental,6,469,370,99
Quantum-Chemistry,MolSSI/QCElemental,7,184,178,6
Quantum-Chemistry,MolSSI/QCElemental,8,0,0,0
Quantum-Chemistry,MolSSI/QCElemental,9,5,3,2
Experimentation,m-labs/artiq,0,8919,6871,2048
Experimentation,m-labs/artiq,1,21981,14379,7602
Experimentation,m-labs/artiq,2,14125,9658,4467
Experimentation,m-labs/artiq,3,22084,14945,7139
Experimentation,m-labs/artiq,4,40849,26226,14623
Experimentation,m-labs/artiq,5,17414,12161,5253
Experimentation,m-labs/artiq,6,22221,12703,9518
Experimentation,m-labs/artiq,7,25931,16975,8956
Experimentation,m-labs/artiq,8,6009,3991,2018
Experimentation,m-labs/artiq,9,30361,20513,9848
Simulator,rigetti/qvm,0,26783,25838,945
Simulator,rigetti/qvm,1,2228,1577,651
Simulator,rigetti/qvm,2,16475,11138,5337
Simulator,rigetti/qvm,3,5842,3455,2387
Simulator,rigetti/qvm,4,10,5,5
Simulator,rigetti/qvm,5,2,1,1
Simulator,rigetti/qvm,6,5,4,1
Simulator,rigetti/qvm,7,2,1,1
Simulator,rigetti/qvm,8,15,15,0
Simulator,rigetti/qvm,9,10,5,5
Simulator,softwareQinc/qpp,0,47984,26521,21463
Simulator,softwareQinc/qpp,1,1743,902,841
Simulator,softwareQinc/qpp,2,887649,462322,425327
Simulator,softwareQinc/qpp,3,114108,57475,56633
Simulator,softwareQinc/qpp,4,50517,29413,21104
Simulator,softwareQinc/qpp,5,75279,40460,34819
Simulator,softwareQinc/qpp,6,182,84,98
Simulator,softwareQinc/qpp,7,638714,404219,234495
Simulator,softwareQinc/qpp,8,20916,10710,10206
Simulator,softwareQinc/qpp,9,247,175,72
Cryptography,supernomad/quantum,0,1112,777,335
Quantum-Chemistry,MolSSI/QCEngine,0,4485,4058,427
Quantum-Chemistry,MolSSI/QCEngine,1,1806,1224,582
Quantum-Chemistry,MolSSI/QCEngine,2,1584,1255,329
Quantum-Chemistry,MolSSI/QCEngine,3,14134,9209,4925
Quantum-Chemistry,MolSSI/QCEngine,4,7923,5061,2862
Quantum-Chemistry,MolSSI/QCEngine,5,7363,5374,1989
Quantum-Chemistry,MolSSI/QCEngine,6,17715,11024,6691
Quantum-Chemistry,MolSSI/QCEngine,7,7894,5707,2187
Quantum-Chemistry,MolSSI/QCEngine,8,4656,3890,766
Quantum-Chemistry,MolSSI/QCEngine,9,64,64,0
Simulator,marvel-nccr/quantum-mobile,0,10332,6634,3698
Simulator,marvel-nccr/quantum-mobile,1,2196,1857,339
Simulator,marvel-nccr/quantum-mobile,2,6679,2362,4317
Simulator,marvel-nccr/quantum-mobile,3,1790,1669,121
Simulator,marvel-nccr/quantum-mobile,4,75,51,24
Simulator,marvel-nccr/quantum-mobile,5,2081,147,1934
Simulator,marvel-nccr/quantum-mobile,6,75,50,25
Simulator,marvel-nccr/quantum-mobile,7,163,81,82
Simulator,marvel-nccr/quantum-mobile,8,3765,3714,51
Simulator,marvel-nccr/quantum-mobile,9,39,21,18
Simulator,QuantumBFS/YaoBlocks.jl,0,20585,13166,7419
Simulator,QuantumBFS/YaoBlocks.jl,1,1229,730,499
Simulator,QuantumBFS/YaoBlocks.jl,2,5413,3535,1878
Simulator,QuantumBFS/YaoBlocks.jl,3,5559,3195,2364
Simulator,QuantumBFS/YaoBlocks.jl,4,118,84,34
Simulator,QuantumBFS/YaoBlocks.jl,5,6,3,3
Simulator,QuantumBFS/YaoBlocks.jl,6,2,1,1
Simulator,QuantumBFS/YaoBlocks.jl,7,234,118,116
Simulator,QuantumBFS/YaoBlocks.jl,8,2,1,1
Simulator,QuantumBFS/YaoBlocks.jl,9,2,1,1
ToolKit,qojulia/QuantumOptics.jl,0,8817,5906,2911
ToolKit,qojulia/QuantumOptics.jl,1,1008,490,518
ToolKit,qojulia/QuantumOptics.jl,2,497,391,106
ToolKit,qojulia/QuantumOptics.jl,3,6518,5133,1385
ToolKit,qojulia/QuantumOptics.jl,4,2579,2190,389
ToolKit,qojulia/QuantumOptics.jl,5,8258,5122,3136
ToolKit,qojulia/QuantumOptics.jl,6,348,264,84
ToolKit,qojulia/QuantumOptics.jl,7,5385,3617,1768
ToolKit,qojulia/QuantumOptics.jl,8,32437,15867,16570
ToolKit,qojulia/QuantumOptics.jl,9,5591,1562,4029
Quantum-Chemistry,MolSSI/QCFractal,0,181466,128345,53121
Quantum-Chemistry,MolSSI/QCFractal,1,3393,2258,1135
Quantum-Chemistry,MolSSI/QCFractal,2,2385,1057,1328
Quantum-Chemistry,MolSSI/QCFractal,3,86026,8841,77185
Quantum-Chemistry,MolSSI/QCFractal,4,13509,8936,4573
Quantum-Chemistry,MolSSI/QCFractal,5,17368,11952,5416
Quantum-Chemistry,MolSSI/QCFractal,6,30895,16509,14386
Quantum-Chemistry,MolSSI/QCFractal,7,31480,22915,8565
Quantum-Chemistry,MolSSI/QCFractal,8,25362,14173,11189
Quantum-Chemistry,MolSSI/QCFractal,9,54376,40949,13427
Full-stack Library,Qiskit/qiskit-ibmq-provider,0,12709,9517,3192
Full-stack Library,Qiskit/qiskit-ibmq-provider,1,11009,8160,2849
Full-stack Library,Qiskit/qiskit-ibmq-provider,2,6314,2806,3508
Full-stack Library,Qiskit/qiskit-ibmq-provider,3,11133,7140,3993
Full-stack Library,Qiskit/qiskit-ibmq-provider,4,14997,11960,3037
Full-stack Library,Qiskit/qiskit-ibmq-provider,5,7223,4012,3211
Full-stack Library,Qiskit/qiskit-ibmq-provider,6,18,1,17
Full-stack Library,Qiskit/qiskit-ibmq-provider,7,11,9,2
Full-stack Library,Qiskit/qiskit-ibmq-provider,8,76,41,35
Full-stack Library,Qiskit/qiskit-ibmq-provider,9,53,46,7
Full-stack Library,qiskit-community/qiskit-js,0,226865,222362,4503
Full-stack Library,qiskit-community/qiskit-js,1,28655,14040,14615
Full-stack Library,qiskit-community/qiskit-js,2,13309,3472,9837
Full-stack Library,qiskit-community/qiskit-js,3,592796,195524,397272
Full-stack Library,qiskit-community/qiskit-js,4,11461,11229,232
Full-stack Library,qiskit-community/qiskit-js,5,5738,2572,3166
Full-stack Library,qiskit-community/qiskit-js,6,32756,19347,13409
Full-stack Library,qiskit-community/qiskit-js,7,139,139,0
Full-stack Library,qiskit-community/qiskit-js,8,0,0,0
Full-stack Library,qiskit-community/qiskit-js,9,11,3,8
Quantum Algorithsm,Qiskit/qiskit-aqua,0,144826,98620,46206
Quantum Algorithsm,Qiskit/qiskit-aqua,1,1943797,944938,998859
Quantum Algorithsm,Qiskit/qiskit-aqua,2,359214,178274,180940
Quantum Algorithsm,Qiskit/qiskit-aqua,3,53700,30051,23649
Quantum Algorithsm,Qiskit/qiskit-aqua,4,47221,26743,20478
Quantum Algorithsm,Qiskit/qiskit-aqua,5,85654,47396,38258
Quantum Algorithsm,Qiskit/qiskit-aqua,6,44963,20757,24206
Quantum Algorithsm,Qiskit/qiskit-aqua,7,38951,30124,8827
Quantum Algorithsm,Qiskit/qiskit-aqua,8,16400,8522,7878
Quantum Algorithsm,Qiskit/qiskit-aqua,9,224,175,49
Full-stack Library,qiskit-community/qiskit-vscode,0,227198,137071,90127
Full-stack Library,qiskit-community/qiskit-vscode,1,114676,64381,50295
Full-stack Library,qiskit-community/qiskit-vscode,2,19932,8106,11826
Full-stack Library,qiskit-community/qiskit-vscode,3,32751,17425,15326
Full-stack Library,qiskit-community/qiskit-vscode,4,2,2,0
Full-stack Library,qiskit-community/qiskit-vscode,5,0,0,0
Full-stack Library,qiskit-community/qiskit-vscode,6,11,8,3
Full-stack Library,qiskit-community/qiskit-vscode,7,133,88,45
Full-stack Library,qiskit-community/qiskit-vscode,8,4,4,0
Full-stack Library,qiskit-community/qiskit-vscode,9,1721,985,736
Full-stack Library,rigetti/rpcq,0,8307,6206,2101
Full-stack Library,rigetti/rpcq,1,2750,2471,279
Full-stack Library,rigetti/rpcq,2,2973,2579,394
Full-stack Library,rigetti/rpcq,3,274,171,103
Full-stack Library,rigetti/rpcq,4,1718,984,734
Full-stack Library,rigetti/rpcq,5,720,528,192
Full-stack Library,rigetti/rpcq,6,10,6,4
Full-stack Library,rigetti/rpcq,7,2,1,1
Full-stack Library,rigetti/rpcq,8,2,1,1
Quantum-Chemistry,SebWouters/CheMPS2,0,132025,131696,329
Quantum-Chemistry,SebWouters/CheMPS2,1,5942,2513,3429
Quantum-Chemistry,SebWouters/CheMPS2,2,90848,88869,1979
Quantum-Chemistry,SebWouters/CheMPS2,3,37526,20963,16563
Quantum-Chemistry,SebWouters/CheMPS2,4,8969,6166,2803
Quantum-Chemistry,SebWouters/CheMPS2,5,220395,36163,184232
Quantum-Chemistry,SebWouters/CheMPS2,6,3882,2572,1310
Quantum-Chemistry,SebWouters/CheMPS2,7,25859,16490,9369
Quantum-Chemistry,SebWouters/CheMPS2,8,44454,24937,19517
Quantum-Chemistry,SebWouters/CheMPS2,9,30041,16206,13835
Simulator,issp-center-dev/HPhi,0,1511823,1150099,361724
Simulator,issp-center-dev/HPhi,1,1306652,624635,682017
Simulator,issp-center-dev/HPhi,2,1981885,1026862,955023
Simulator,issp-center-dev/HPhi,3,113952,52540,61412
Simulator,issp-center-dev/HPhi,4,456108,231051,225057
Simulator,issp-center-dev/HPhi,5,35700,20932,14768
Simulator,issp-center-dev/HPhi,6,554793,281155,273638
Simulator,issp-center-dev/HPhi,7,695094,444740,250354
Simulator,issp-center-dev/HPhi,8,586649,7405,579244
Simulator,issp-center-dev/HPhi,9,33373,32923,450
Simulator,SoftwareQuTech/SimulaQron,0,128270,93993,34277
Simulator,SoftwareQuTech/SimulaQron,1,54125,38948,15177
Simulator,SoftwareQuTech/SimulaQron,2,16978,10818,6160
Simulator,SoftwareQuTech/SimulaQron,3,124373,52996,71377
Simulator,SoftwareQuTech/SimulaQron,4,69799,38121,31678
Simulator,SoftwareQuTech/SimulaQron,5,115768,51673,64095
Simulator,SoftwareQuTech/SimulaQron,6,13120,7740,5380
Simulator,SoftwareQuTech/SimulaQron,7,584,374,210
Simulator,SoftwareQuTech/SimulaQron,8,137455,45655,91800
Simulator,SoftwareQuTech/SimulaQron,9,276,179,97
Cryptography,exaexa/codecrypt,0,8022,7011,1011
Cryptography,exaexa/codecrypt,1,1243,1064,179
Cryptography,exaexa/codecrypt,2,9704,6915,2789
Cryptography,exaexa/codecrypt,3,3574,3035,539
Cryptography,exaexa/codecrypt,4,7497,6477,1020
Cryptography,exaexa/codecrypt,5,4962,1237,3725
Cryptography,exaexa/codecrypt,6,3009,2458,551
Cryptography,exaexa/codecrypt,7,2009,984,1025
Cryptography,exaexa/codecrypt,8,2,1,1
Cryptography,exaexa/codecrypt,9,4384,2278,2106
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,0,123455,109587,13868
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,1,452752,443638,9114
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,2,42202,29129,13073
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,3,150149,148353,1796
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,4,543187,535592,7595
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,5,146578,144253,2325
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,6,683406,671433,11973
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,7,3726,3689,37
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,8,112584,104263,8321
Quantum-Chemistry,Quantum-Dynamics-Hub/libra-code,9,14688,12679,2009
Quantum Annealing,shinmorino/sqaod,0,24569,18471,6098
Quantum Annealing,shinmorino/sqaod,1,50261,31211,19050
Quantum Annealing,shinmorino/sqaod,2,9196,7153,2043
Quantum Annealing,shinmorino/sqaod,3,6989,5193,1796
Quantum Annealing,shinmorino/sqaod,4,8,1,7
Quantum Annealing,shinmorino/sqaod,5,4,2,2
Quantum Annealing,shinmorino/sqaod,6,2,1,1
Quantum Annealing,shinmorino/sqaod,7,18,13,5
Quantum Annealing,shinmorino/sqaod,8,4,4,0
Quantum Annealing,shinmorino/sqaod,9,4,2,2
Simulator,QuantumBFS/Yao.jl,0,77675,48134,29541
Simulator,QuantumBFS/Yao.jl,1,13413,5402,8011
Simulator,QuantumBFS/Yao.jl,2,8887,3690,5197
Simulator,QuantumBFS/Yao.jl,3,21117,10010,11107
Simulator,QuantumBFS/Yao.jl,4,2033,371,1662
Simulator,QuantumBFS/Yao.jl,5,728,390,338
Simulator,QuantumBFS/Yao.jl,6,14132,1962,12170
Simulator,QuantumBFS/Yao.jl,7,23,15,8
Simulator,QuantumBFS/Yao.jl,8,2,1,1
Simulator,QuantumBFS/Yao.jl,9,2,1,1
ToolKit,TRIQS/triqs,0,104641,88118,16523
ToolKit,TRIQS/triqs,1,11806,6623,5183
ToolKit,TRIQS/triqs,2,8234,6010,2224
ToolKit,TRIQS/triqs,3,24807,14273,10534
ToolKit,TRIQS/triqs,4,15784,8940,6844
ToolKit,TRIQS/triqs,5,8118,4627,3491
ToolKit,TRIQS/triqs,6,4948,2857,2091
ToolKit,TRIQS/triqs,7,33821,32510,1311
ToolKit,TRIQS/triqs,8,4068,2872,1196
ToolKit,TRIQS/triqs,9,25593,7882,17711
Simulator,Strilanc/Quirk,0,6313,4309,2004
Simulator,Strilanc/Quirk,1,116772,68461,48311
Simulator,Strilanc/Quirk,2,50610,21154,29456
Simulator,Strilanc/Quirk,3,3925,1957,1968
Simulator,Strilanc/Quirk,4,5675,3655,2020
Simulator,Strilanc/Quirk,5,47745,28122,19623
Simulator,Strilanc/Quirk,6,8957,6079,2878
Simulator,Strilanc/Quirk,7,26323,15515,10808
Simulator,Strilanc/Quirk,8,6305,4442,1863
Simulator,Strilanc/Quirk,9,10370,7403,2967
Experimentation,sedabull/quantum-shell,0,3748,2634,1114
Experimentation,sedabull/quantum-shell,1,1385,915,470
Experimentation,sedabull/quantum-shell,2,10,5,5
Experimentation,sedabull/quantum-shell,3,2,1,1
Full-stack Library,ProjectQ-Framework/ProjectQ,0,37360,26845,10515
Full-stack Library,ProjectQ-Framework/ProjectQ,1,6238,5330,908
Full-stack Library,ProjectQ-Framework/ProjectQ,2,3759,3300,459
Full-stack Library,ProjectQ-Framework/ProjectQ,3,1695,1121,574
Full-stack Library,ProjectQ-Framework/ProjectQ,4,9043,7926,1117
Full-stack Library,ProjectQ-Framework/ProjectQ,5,2274,2227,47
Full-stack Library,ProjectQ-Framework/ProjectQ,6,790,644,146
Full-stack Library,ProjectQ-Framework/ProjectQ,7,508,500,8
Full-stack Library,ProjectQ-Framework/ProjectQ,8,2077,1769,308
Full-stack Library,ProjectQ-Framework/ProjectQ,9,7400,5777,1623
Simulator,Qiskit/qiskit-aer,0,110571,90453,20118
Simulator,Qiskit/qiskit-aer,1,60198,25614,34584
Simulator,Qiskit/qiskit-aer,2,36743,24497,12246
Simulator,Qiskit/qiskit-aer,3,11159,8696,2463
Simulator,Qiskit/qiskit-aer,4,20396,14513,5883
Simulator,Qiskit/qiskit-aer,5,46579,26401,20178
Simulator,Qiskit/qiskit-aer,6,21509,9800,11709
Simulator,Qiskit/qiskit-aer,7,50598,12135,38463
Simulator,Qiskit/qiskit-aer,8,2,1,1
Simulator,Qiskit/qiskit-aer,9,26,13,13
Full-stack Library,QuantumPackage/qp2,0,867885,726739,141146
Full-stack Library,QuantumPackage/qp2,1,97984,89084,8900
Full-stack Library,QuantumPackage/qp2,2,7785,3602,4183
Full-stack Library,QuantumPackage/qp2,3,728,626,102
Full-stack Library,QuantumPackage/qp2,4,66,22,44
Full-stack Library,QuantumPackage/qp2,5,4,2,2
Full-stack Library,QuantumPackage/qp2,6,0,0,0
Quantum Algorithsm,quantumlib/OpenFermion,0,163264,92855,70409
Quantum Algorithsm,quantumlib/OpenFermion,1,15470,10993,4477
Quantum Algorithsm,quantumlib/OpenFermion,2,16942,12446,4496
Quantum Algorithsm,quantumlib/OpenFermion,3,7612,5599,2013
Quantum Algorithsm,quantumlib/OpenFermion,4,1119,901,218
Quantum Algorithsm,quantumlib/OpenFermion,5,989,926,63
Quantum Algorithsm,quantumlib/OpenFermion,6,1641,1508,133
Quantum Algorithsm,quantumlib/OpenFermion,7,479,453,26
Quantum Algorithsm,quantumlib/OpenFermion,8,958,921,37
Quantum Algorithsm,quantumlib/OpenFermion,9,8324,6663,1661
Full-stack Library,XanaduAI/strawberryfields,0,46093,44105,1988
Full-stack Library,XanaduAI/strawberryfields,1,11452,8993,2459
Full-stack Library,XanaduAI/strawberryfields,2,1069,732,337
Full-stack Library,XanaduAI/strawberryfields,3,56481,32090,24391
Full-stack Library,XanaduAI/strawberryfields,4,16307,10041,6266
Full-stack Library,XanaduAI/strawberryfields,5,19941,13307,6634
Full-stack Library,XanaduAI/strawberryfields,6,21040,10868,10172
Full-stack Library,XanaduAI/strawberryfields,7,30061,20533,9528
Full-stack Library,XanaduAI/strawberryfields,8,28861,11742,17119
Full-stack Library,XanaduAI/strawberryfields,9,44,43,1
Simulator,qutip/qutip,0,29503,19431,10072
Simulator,qutip/qutip,1,33493,24833,8660
Simulator,qutip/qutip,2,29022,18680,10342
Simulator,qutip/qutip,3,23799,14925,8874
Simulator,qutip/qutip,4,24559,10639,13920
Simulator,qutip/qutip,5,11351,6717,4634
Simulator,qutip/qutip,6,28244,12822,15422
Simulator,qutip/qutip,7,43640,32848,10792
Simulator,qutip/qutip,8,28385,18455,9930
Simulator,qutip/qutip,9,77810,39242,38568
ToolKit,jcmgray/quimb,0,9993,6707,3286
ToolKit,jcmgray/quimb,1,8678,5173,3505
ToolKit,jcmgray/quimb,2,4725,2766,1959
ToolKit,jcmgray/quimb,3,4138,2765,1373
ToolKit,jcmgray/quimb,4,781,529,252
ToolKit,jcmgray/quimb,5,2485,1992,493
ToolKit,jcmgray/quimb,6,9580,6521,3059
ToolKit,jcmgray/quimb,7,18921,12992,5929
ToolKit,jcmgray/quimb,8,15907,10786,5121
ToolKit,jcmgray/quimb,9,19956,14066,5890
Quantum-Chemistry,QMCPACK/qmcpack,0,12873,8154,4719
Quantum-Chemistry,QMCPACK/qmcpack,1,21434,17010,4424
Quantum-Chemistry,QMCPACK/qmcpack,2,12711,9487,3224
Quantum-Chemistry,QMCPACK/qmcpack,3,6578,4402,2176
Quantum-Chemistry,QMCPACK/qmcpack,4,95131,92694,2437
Quantum-Chemistry,QMCPACK/qmcpack,5,268716,103352,165364
Quantum-Chemistry,QMCPACK/qmcpack,6,5046,3880,1166
Quantum-Chemistry,QMCPACK/qmcpack,7,17380,12444,4936
Quantum-Chemistry,QMCPACK/qmcpack,8,868941,542063,326878
Quantum-Chemistry,QMCPACK/qmcpack,9,280780,259033,21747
Simulator,QuEST-Kit/QuEST,0,124719,76935,47784
Simulator,QuEST-Kit/QuEST,1,14957,8483,6474
Simulator,QuEST-Kit/QuEST,2,114183,63834,50349
Simulator,QuEST-Kit/QuEST,3,390679,207931,182748
Simulator,QuEST-Kit/QuEST,4,366858,160392,206466
Simulator,QuEST-Kit/QuEST,5,65024,45617,19407
Simulator,QuEST-Kit/QuEST,6,495910,225654,270256
Simulator,QuEST-Kit/QuEST,7,70330,47057,23273
Simulator,QuEST-Kit/QuEST,8,73297,37928,35369
