Category,Project Names,Snapshots,Type,TDR
Web-Extension,drop-feeds,450,code errors,5.381081081081081
Web-Extension,drop-feeds,450,code smells,0.4243243243243243
Web-Extension,drop-feeds,540,code errors,5.379869398784058
Web-Extension,drop-feeds,540,code smells,0.4242287773024094
Web-Extension,drop-feeds,630,code errors,5.375753757537575
Web-Extension,drop-feeds,630,code smells,0.42390423904239044
Web-Extension,drop-feeds,720,code errors,5.355029585798817
Web-Extension,drop-feeds,720,code smells,0.4249596557288865
Web-Extension,CustomCSSforFx,0,code errors,0.0
Web-Extension,CustomCSSforFx,0,code smells,0.0
Web-Extension,CustomCSSforFx,90,code errors,14.3304248861912
Web-Extension,CustomCSSforFx,90,code smells,0.5851669195751138
Web-Extension,CustomCSSforFx,180,code errors,2.6010864868201744
Web-Extension,CustomCSSforFx,180,code smells,0.17130687079449347
Web-Extension,CustomCSSforFx,270,code errors,2.7554945054945055
Web-Extension,CustomCSSforFx,270,code smells,0.1675824175824176
Web-Extension,CustomCSSforFx,360,code errors,2.8083870382136698
Web-Extension,CustomCSSforFx,360,code smells,0.17609149496233095
Web-Extension,CustomCSSforFx,450,code errors,3.441216445803602
Web-Extension,CustomCSSforFx,450,code smells,0.1384641522256201
Web-Extension,CustomCSSforFx,540,code errors,3.5080175331520835
Web-Extension,CustomCSSforFx,540,code smells,0.1406536092770349
Web-Extension,CustomCSSforFx,630,code errors,3.7321983958094616
Web-Extension,CustomCSSforFx,630,code smells,0.14896055000818464
Web-Extension,CustomCSSforFx,720,code errors,2.899325613262044
Web-Extension,CustomCSSforFx,720,code smells,0.07415567317767807
Web-Extension,CustomCSSforFx,810,code errors,0.0
Web-Extension,CustomCSSforFx,810,code smells,0.0
Web-Extension,CustomCSSforFx,900,code errors,4.605834412369563
Web-Extension,CustomCSSforFx,900,code smells,0.16680630664940208
Web-Extension,CustomCSSforFx,990,code errors,4.777204679833941
Web-Extension,CustomCSSforFx,990,code smells,0.16530381180022646
Web-Extension,quantum,0,code errors,0.0
Web-Extension,quantum,0,code smells,0.0
Web-Extension,quantum,90,code errors,0.0
Web-Extension,quantum,90,code smells,0.0
Web-Extension,quantum,180,code errors,0.0
Web-Extension,quantum,180,code smells,0.0
Web-Extension,quantum,270,code errors,0.0
Web-Extension,quantum,270,code smells,0.0
Web-Extension,quantum,360,code errors,0.0
Web-Extension,quantum,360,code smells,0.0
Web-Extension,quantum,450,code errors,0.0
Web-Extension,quantum,450,code smells,0.0
Web-Extension,quantum,540,code errors,0.0
Web-Extension,quantum,540,code smells,0.0
Web-Extension,quantum,630,code errors,0.0
Web-Extension,quantum,630,code smells,0.0
Web-Extension,quantum,720,code errors,0.0
Web-Extension,quantum,720,code smells,0.0
Web-Extension,quantum,810,code errors,0.0
Web-Extension,quantum,810,code smells,0.0
Web-Extension,quantum,900,code errors,0.0
Web-Extension,quantum,900,code smells,0.0
Web-Extension,firefox-nativedark,0,code errors,0.0
Web-Extension,firefox-nativedark,0,code smells,0.0
Web-Extension,firefox-nativedark,90,code errors,1.1811023622047243
Web-Extension,firefox-nativedark,90,code smells,0.0
Web-Extension,firefox-nativedark,180,code errors,0.5928853754940712
Web-Extension,firefox-nativedark,180,code smells,0.0
Web-Extension,firefox-nativedark,270,code errors,0.5928853754940712
Web-Extension,firefox-nativedark,270,code smells,0.0
Web-Extension,firefox-nativedark,360,code errors,0.5928853754940712
Web-Extension,firefox-nativedark,360,code smells,0.0
Web-Extension,firefox-nativedark,450,code errors,0.5928853754940712
Web-Extension,firefox-nativedark,450,code smells,0.0
